lat,lon,score,place,url
43.757004559999984,-79.44126825999994,84,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.441268
43.757004559999984,-79.41926825999994,77,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.419268
43.757004559999984,-79.39726825999993,45,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.397268
43.757004559999984,-79.37526825999993,42,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.375268
43.757004559999984,-79.35326825999992,69,"23 Lesmill Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.353268
43.757004559999984,-79.33126825999992,58,"27 Sagebrush Lane, Toronto ON",https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.331268
43.757004559999984,-79.30926825999991,87,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.309268
43.757004559999984,-79.2872682599999,74,"75 Bergen Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.287268
43.757004559999984,-79.2652682599999,78,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.265268
43.757004559999984,-79.2432682599999,79,"12 Benadair Court, Toronto ON",https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.243268
43.757004559999984,-79.22126825999989,85,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.221268
43.757004559999984,-79.19926825999988,57,"3 Kingston Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.199268
43.757004559999984,-79.17726825999988,28,Toronto ON,https://www.walkscore.com/score/loc/lat=43.757005/lng=-79.177268
43.735004559999986,-79.61726825999999,61,"6897 Finch Avenue West, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.617268
43.735004559999986,-79.59526825999998,78,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.595268
43.735004559999986,-79.57326825999998,36,"20 Hardwood Gate, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.573268
43.735004559999986,-79.55126825999997,58,"Humber River Recreational Trail, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.551268
43.735004559999986,-79.52926825999997,59,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.529268
43.735004559999986,-79.50726825999996,61,"77 Giltspur Drive, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.507268
43.735004559999986,-79.48526825999996,75,"2956 Keele Street, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.485268
43.735004559999986,-79.46326825999995,62,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.463268
43.735004559999986,-79.44126825999994,86,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.441268
43.735004559999986,-79.41926825999994,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.419268
43.735004559999986,-79.39726825999993,36,"160 Teddington Park Avenue, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.397268
43.735004559999986,-79.37526825999993,19,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.375268
43.735004559999986,-79.35326825999992,88,"3 Tremont Crescent, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.353268
43.735004559999986,-79.33126825999992,43,"Don Valley Parkway, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.331268
43.735004559999986,-79.30926825999991,83,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.309268
43.735004559999986,-79.2872682599999,71,"6 Crockford Boulevard, Toronto ON",https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.287268
43.735004559999986,-79.2652682599999,83,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.265268
43.735004559999986,-79.2432682599999,79,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.243268
43.735004559999986,-79.22126825999989,80,Toronto ON,https://www.walkscore.com/score/loc/lat=43.735005/lng=-79.221268
43.71300455999999,-79.59526825999998,21,"Grandstand Entrance Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.595268
43.71300455999999,-79.57326825999998,59,"200 Rexdale Blvd, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.573268
43.71300455999999,-79.55126825999997,75,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.551268
43.71300455999999,-79.52926825999997,68,"325 Pellatt Avenue, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.529268
43.71300455999999,-79.50726825999996,74,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.507268
43.71300455999999,-79.48526825999996,58,"371 Maple Leaf Drive, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.485268
43.71300455999999,-79.46326825999995,71,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.463268
43.71300455999999,-79.44126825999994,73,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.441268
43.71300455999999,-79.41926825999994,53,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.419268
43.71300455999999,-79.39726825999993,95,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.397268
43.71300455999999,-79.37526825999993,91,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.375268
43.71300455999999,-79.35326825999992,67,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.353268
43.71300455999999,-79.33126825999992,83,"71-85 Gateway Blvd, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.331268
43.71300455999999,-79.30926825999991,89,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.309268
43.71300455999999,-79.2872682599999,65,"37 Rockelm Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.287268
43.71300455999999,-79.2652682599999,74,Toronto ON,https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.265268
43.71300455999999,-79.2432682599999,77,"111 Chine Drive, Toronto ON",https://www.walkscore.com/score/loc/lat=43.713005/lng=-79.243268
43.69100455999999,-79.59526825999998,39,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.595268
43.69100455999999,-79.57326825999998,66,"585 Dixon Road, Toronto ON",https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.573268
43.69100455999999,-79.55126825999997,63,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.551268
43.69100455999999,-79.52926825999997,75,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.529268
43.69100455999999,-79.50726825999996,61,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.507268
43.69100455999999,-79.48526825999996,56,"28-38 Todd Baylis Blvd, Toronto ON",https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.485268
43.69100455999999,-79.46326825999995,84,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.463268
43.69100455999999,-79.44126825999994,91,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.441268
43.69100455999999,-79.41926825999994,79,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.419268
43.69100455999999,-79.39726825999993,95,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.397268
43.69100455999999,-79.37526825999993,51,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.375268
43.69100455999999,-79.35326825999992,88,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.353268
43.69100455999999,-79.33126825999992,90,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.331268
43.69100455999999,-79.30926825999991,89,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.309268
43.69100455999999,-79.2872682599999,94,"20 Wakehood Street, Toronto ON",https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.287268
43.69100455999999,-79.2652682599999,77,Toronto ON,https://www.walkscore.com/score/loc/lat=43.691005/lng=-79.265268
43.66900455999999,-79.57326825999998,26,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.573268
43.66900455999999,-79.55126825999997,54,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.551268
43.66900455999999,-79.52926825999997,44,"417-425 The Kingsway, Toronto ON",https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.529268
43.66900455999999,-79.50726825999996,14,"100 Scarlett Rd, Toronto ON",https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.507268
43.66900455999999,-79.48526825999996,87,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.485268
43.66900455999999,-79.44126825999994,89,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.441268
43.66900455999999,-79.41926825999994,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.419268
43.66900455999999,-79.39726825999993,99,"50 Prince Arthur Avenue, Toronto ON",https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.397268
43.66900455999999,-79.37526825999993,97,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.375268
43.66900455999999,-79.35326825999992,91,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.353268
43.66900455999999,-79.33126825999992,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.331268
43.66900455999999,-79.30926825999991,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.669005/lng=-79.309268
43.64700455999999,-79.59526825999998,30,"550 Centennial Park Boulevard, Toronto ON",https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.595268
43.64700455999999,-79.57326825999998,74,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.573268
43.64700455999999,-79.55126825999997,70,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.551268
43.64700455999999,-79.52926825999997,93,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.529268
43.64700455999999,-79.50726825999996,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.507268
43.64700455999999,-79.48526825999996,94,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.485268
43.64700455999999,-79.46326825999995,71,"1873 Bloor Street West, Toronto ON",https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.463268
43.64700455999999,-79.44126825999994,93,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.441268
43.64700455999999,-79.41926825999994,100,"145 Ossington Avenue, Toronto ON",https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.419268
43.64700455999999,-79.39726825999993,100,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.397268
43.64700455999999,-79.37526825999993,99,"5 Scott Street, Toronto ON",https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.375268
43.64700455999999,-79.35326825999992,60,Toronto ON,https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.353268
43.64700455999999,-79.33126825999992,23,"444-600 Unwin Avenue, Toronto ON",https://www.walkscore.com/score/loc/lat=43.647005/lng=-79.331268
43.625004559999994,-79.55126825999997,49,"138-148 The East Mall, Toronto ON",https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.551268
43.625004559999994,-79.52926825999997,62,"15 N Queen St, Toronto ON",https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.529268
43.625004559999994,-79.50726825999996,91,Toronto ON,https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.507268
43.625004559999994,-79.48526825999996,81,Toronto ON,https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.485268
43.625004559999994,-79.39726825999993,5,"Unnamed Rd, Toronto ON",https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.397268
43.625004559999994,-79.37526825999993,14,"61 Centre Island Dock, Toronto ON",https://www.walkscore.com/score/loc/lat=43.625005/lng=-79.375268
43.603004559999995,-79.55126825999997,81,Toronto ON,https://www.walkscore.com/score/loc/lat=43.603005/lng=-79.551268
43.603004559999995,-79.52926825999997,63,Toronto ON,https://www.walkscore.com/score/loc/lat=43.603005/lng=-79.529268
43.603004559999995,-79.50726825999996,87,Toronto ON,https://www.walkscore.com/score/loc/lat=43.603005/lng=-79.507268
43.3,-79.79500000000002,6,"888 Lakeshore Court, Burlington ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.795000
43.3,-79.86500000000001,25,"321 Gardenview Drive, Burlington ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.865000
43.3,-79.72500000000002,0,"232 Green Street, Burlington ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.725000
43.3,-79.83000000000001,1,"273 North Shore Boulevard East, Hamilton ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.830000
43.3,-79.69000000000003,0,Hamilton ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.690000
43.3,-79.9,12,"Plains Road West, Burlington ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.900000
43.3,-79.62000000000003,0,Hamilton ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.620000
43.3,-79.65500000000003,0,Hamilton ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.655000
43.3,-79.55000000000004,0,"Hunter Road, Grimsby ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.550000
43.3,-79.51500000000004,0,Lincoln ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.515000
43.3,-79.48000000000005,0,Lincoln ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.480000
43.3,-79.44500000000005,0,Lincoln ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.445000
43.3,-79.41000000000005,0,Lincoln ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.410000
43.3,-79.34000000000006,0,"Welland Canals Parkway, St. Catharines ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.340000
43.3,-79.27000000000007,0,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.270000
43.3,-79.37500000000006,0,Lincoln ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.375000
43.3,-79.30500000000006,0,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.305000
43.3,-79.23500000000007,0,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.235000
43.3,-79.16500000000008,0,Niagara-on-the-Lake ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.165000
43.3,-79.13000000000008,0,"George Nicholson Memorial Trail, St. Catharines ON",https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.130000
43.3,-79.20000000000007,0,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.200000
43.3,-79.06000000000009,0,Youngstown NY,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.060000
43.3,-78.9900000000001,0,Ransomville NY,https://www.walkscore.com/score/loc/lat=43.300000/lng=-78.990000
43.334999999999994,-79.86500000000001,3,"1890 King Road, Burlington ON",https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.865000
43.3,-78.9200000000001,0,Hopkins Beach NY,https://www.walkscore.com/score/loc/lat=43.300000/lng=-78.920000
43.3,-78.9550000000001,0,Ransomville NY,https://www.walkscore.com/score/loc/lat=43.300000/lng=-78.955000
43.3,-79.02500000000009,0,Youngstown NY,https://www.walkscore.com/score/loc/lat=43.300000/lng=-79.025000
43.334999999999994,-79.9,86,"100 Hamilton Street North, Hamilton ON",https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.900000
43.334999999999994,-79.79500000000002,64,"563 Bridgman Avenue, Burlington ON",https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.795000
43.334999999999994,-79.72500000000002,0,Burlington ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.725000
43.334999999999994,-79.69000000000003,0,Burlington ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.690000
43.334999999999994,-79.83000000000001,11,"Queen Elizabeth Way, Burlington ON",https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.830000
43.334999999999994,-79.76000000000002,2,"138 Breckondale Court, Burlington ON",https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.760000
43.334999999999994,-79.65500000000003,0,Oakville ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.655000
43.334999999999994,-79.58500000000004,0,Oakville ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.585000
43.334999999999994,-79.55000000000004,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.550000
43.334999999999994,-79.44500000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.445000
43.334999999999994,-79.48000000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.480000
43.334999999999994,-79.51500000000004,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.515000
43.334999999999994,-79.62000000000003,0,Oakville ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.620000
43.334999999999994,-79.37500000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.375000
43.334999999999994,-79.30500000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.305000
43.334999999999994,-79.41000000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.410000
43.334999999999994,-79.34000000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.340000
43.334999999999994,-79.27000000000007,2,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.270000
43.334999999999994,-79.23500000000007,0,St. Catharines ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.235000
43.334999999999994,-79.20000000000007,0,Niagara-on-the-Lake ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.200000
43.334999999999994,-79.13000000000008,0,Niagara-on-the-Lake ON,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.130000
43.334999999999994,-79.02500000000009,0,Youngstown NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.025000
43.334999999999994,-78.9900000000001,0,Ransomville NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-78.990000
43.334999999999994,-79.09500000000008,0,Youngstown NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.095000
43.334999999999994,-79.06000000000009,0,Youngstown NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-79.060000
43.334999999999994,-78.9550000000001,0,Ransomville NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-78.955000
43.36999999999999,-79.86500000000001,17,"3248 Cedar Springs Road, Burlington ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.865000
43.36999999999999,-79.83000000000001,72,Burlington ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.830000
43.36999999999999,-79.9,1,"471-513 Concession 5 Road East, Hamilton ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.900000
43.36999999999999,-79.76000000000002,78,"584 Chamberlain Road, Burlington ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.760000
43.334999999999994,-78.9200000000001,0,Hopkins Beach NY,https://www.walkscore.com/score/loc/lat=43.335000/lng=-78.920000
43.36999999999999,-79.72500000000002,48,"5390-5528 Lakeshore Road, Burlington ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.725000
43.36999999999999,-79.79500000000002,54,"1164 Walkers Line, Burlington ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.795000
43.36999999999999,-79.69000000000003,0,"3412 Petro Canada Pier, Oakville ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.690000
43.36999999999999,-79.65500000000003,0,"3412 Petro Canada Pier, Oakville ON",https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.655000
43.36999999999999,-79.58500000000004,0,Oakville ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.585000
43.36999999999999,-79.55000000000004,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.550000
43.36999999999999,-79.51500000000004,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.515000
43.36999999999999,-79.44500000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.445000
43.36999999999999,-79.48000000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.480000
43.36999999999999,-79.37500000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.375000
43.36999999999999,-79.41000000000005,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.410000
43.36999999999999,-79.34000000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.340000
43.36999999999999,-79.27000000000007,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.270000
43.36999999999999,-79.30500000000006,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.305000
43.36999999999999,-79.16500000000008,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.165000
43.36999999999999,-79.20000000000007,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.200000
43.36999999999999,-79.13000000000008,0,Niagara County NY,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.130000
43.36999999999999,-79.23500000000007,0,Regional Municipality of Niagara ON,https://www.walkscore.com/score/loc/lat=43.370000/lng=-79.235000
